WH Name,Variacion absoluta,inventario
NTW - SAN ANTONIO TX,-6553.55,2833009.09
NTW - OMAHA NE,-31070.66,3408813.67
NTW - GRAND RAPIDS KALMZO,71709.47,3019135.06
NTW - KNOXVILLE TN,9009.05,3402754.98
NTW - TOLEDO OH,-7157.35,2912127.99
NTW - DALLAS FT WORTH TX,27326.16,5601795.36
NTW - CHARLESTON-HUNTINGT,1675.03,3587555.54
NTW - BURLINGTON PLATTSBU,9478.34,7725691.27
NTW - TULSA OK,3475.89,470531.89
NTW - CHICAGO IL,24035.04,3141146.44
NTW - CHICAGO IL,-20288.98,4033382.74
NTW - ALBUQUERQUE SANTA F,49371.64,1964246.53
NTW - TALLAHASSEE THOMASV,5859.74,2560887.57
NTW - ST. LOUIS MO,2005.85,4562330.73
NTW - NEW YORK NJ,435.63,4255872.04
NTW - NEW YORK NY,-1426.18,2572660.35
NTW - BATON ROUGE LA,3458.99,4350973.15
NTW - SPRINGFIELD MO,-2221.93,7735199.72
NTW - SHREVEPORT LA,2363.66,2129049.22
NTW - LOS ANGELES CA,20512.11,4476437.30
NTW - MILWAUKEE WI,-6073.53,3627576.60
NTW - HARRISBURG-LNCSTR-L,-9280.97,4466999.12
NTW - MOBILE-PENSACOLA (F,4905.34,3254765.67
NTW - SAN DIEGO CA,43809.23,3026589.21
NTW - LAS VEGAS NV,-11669.39,2481299.66
NTW - KANSAS CITY MO,-1763.10,8342725.60
NTW - MINNEAPOLIS-ST. PAU,6936.80,5767743.03
NTW - MYRTLE BEACH-FLOREN,885.73,3407383.09
NTW - COLUMBIA SC,-8543.17,2594735.43
NTW - EL PASO (LAS CRUCES,1214.17,243570.61
NTW - LUBBOCK TX,-21977.08,6128763.71
NTW - SAN FRANCISCO-OAK-S,43654.33,4240443.68
"NTW - Halethorpe, MD",-3221.71,8568149.81
"NTW - Jacksonville, FL",-46003.64,7345361.93
"NTW - WPB, FL",-8543.15,7036590.37
"NTW - Redlands, CA",-83137.33,18557601.94
"NTW - Tolleson, AZ",-100205.90,13672192.14
NTW - MYRTLE BEACH-FLOREN,-2440.33,3572296.23
NTW - HOUSTON TX,10866.43,8916345.71
"NTW - Albany, GA",-475.55,3221332.44
NTW - WORCESTER MA,15157.45,4942334.43
"NTW - Dothan, AL",11005.76,4491946.87
NTW - Florence SC,-24934.75,4327269.33
"NTW - Gainesville, GA",-1439.66,3795412.06
"NTW - Greer, SC",15323.09,6022222.71
"NTW - Grovetown, GA",10076.08,3949870.61
"NTW - Macon, GA",2594.37,3198806.26
"NTW - Orlando, FL",-37154.72,5360919.77
"NTW - Savannah, GA",-3129.55,3282356.38
"NTW - Richmond, VA",9836.77,5207873.45
NTW - Roanoke VA,-32792.34,4750637.06
"NTW - Tampa, FL",4170.01,7094931.79
NTW - Birmingham AL,-1857.35,7172336.20
NTW - Greensboro NC,3367.60,5147420.47
"NTW - Norfolk, VA",-56931.18,4539423.75
"NTW - FT MYERS, FL",-24588.10,6009881.85
NTW - San Antonio TX,-114253.16,4022144.34
"NTW - Longview, TX",471.35,1821851.08
"NTW - Auburn, ME",-73257.82,6156335.99
"NTW - Manassas, VA",-26507.04,5924703.67
NTW - Ocoee TN,-30654.59,2754252.83
"NTW - Knoxville, TN",-4352.26,3676501.19
"NTW - Rochester, NY",-27459.68,5190000.12
"NTW - Colonie, NY",-75889.58,6320091.84
"NTW - Nashville, TN",2041.63,6126278.77
"NTW - Montgomery, AL",-8941.99,6470249.11
"NTW - Wichita, KS",3997.75,6023179.63
NTW - Santa Fe Springs CA,-67592.16,5973177.28
NTW - Glendale IL,39512.86,6160480.80
"NTW - Lansdale, PA",62013.09,6385351.20
"NTW - Houston,TX",-30606.17,4340516.26
NTW - Dallas TX,61168.85,8484328.14
"NTW - Lockbourne, OH",-16815.14,5725550.02
NTW - Benicia CA,-9610.03,12336333.62
NTW - Columbia MO,-18469.32,2393597.54
"NTW - Fresno, CA",-12290.11,6172106.92
NTW - Sacramento CA,-65454.08,7286865.24
"NTW - York, PA",-24013.04,1890278.73
NTW - Stow OH,28835.82,6939131.43
NTW - Bedford Park IL,-756.05,4543781.19
NTW - Dunmore PA,-3658.52,4184241.14
"NTW - New Albany, IN",-38558.11,9058865.73
"NTW - Kansas City, MO",-1643.41,2695074.86
NTW - DENVER CO,-18936.68,13865308.70
NTW - HOUSTON TX,6830.05,4377747.98
NTW - BOSTON (MANCHESTER),-1052.62,2609600.18
NTW - SAN ANTONIO TX,-6788.95,2903140.71
NTW - OMAHA NE,-27310.75,3316171.57
NTW - GRAND RAPIDS KALMZO,70094.62,3131095.01
NTW - KNOXVILLE TN,8529.22,3534463.89
NTW - TOLEDO OH,-9200.78,2983077.41
NTW - DALLAS FT WORTH TX,28475.82,5696931.52
NTW - CHARLESTON-HUNTINGT,1675.03,3667807.71
"NTW - Marietta, GA",-51909.90,4791851.52
"NTW - Charleston, SC",5611.55,4475942.12
NTW - BURLINGTON PLATTSBU,3760.29,7644632.47
NTW - CHICAGO IL,24035.04,2955455.20
NTW - CHICAGO IL,-21329.39,4054650.36
NTW - ALBUQUERQUE SANTA F,49491.47,1912559.86
NTW - TALLAHASSEE THOMASV,5818.66,2569582.98
NTW - ST. LOUIS MO,1570.42,4479164.73
NTW - NEW YORK NJ,435.63,4273625.59
NTW - NEW YORK NY,-1786.12,2715223.43
NTW - BATON ROUGE LA,4065.05,4324225.28
NTW - SPRINGFIELD MO,-24058.65,7727469.65
NTW - SHREVEPORT LA,2363.66,2161094.91
NTW - LOS ANGELES CA,20966.33,4741735.01
NTW - MILWAUKEE WI,-6387.23,3702921.68
NTW - HARRISBURG-LNCSTR-L,-7409.55,4579539.78
NTW - MOBILE-PENSACOLA (F,4686.31,3214019.07
NTW - SAN DIEGO CA,43809.23,3126668.85
NTW - LAS VEGAS NV,-11943.92,2821233.40
NTW - KANSAS CITY MO,-16029.17,8447646.66
NTW - MINNEAPOLIS-ST. PAU,6972.58,5473407.31
NTW - COLUMBIA SC,-8141.72,2642827.84
NTW - LUBBOCK TX,-19732.45,6069406.97
NTW - SAN FRANCISCO-OAK-S,43782.08,4091071.69
NTW - LITTLE ROCK PINE BL,73398.09,3374733.32
NTW - ANCHORAGE,32782.68,3866514.00
NTW - COLORADO SPRINGS CO,6461.25,3845457.48
NTW - MESQUITE TX,-76833.14,5808118.67
NTW - PROVIDENCE NEW BEDF,1330.87,5175122.76
NTW - DENVER CO,-63850.49,6606168.49
NTW - JACKSON MS,-1396.71,5041534.32
NTW - PITTSBURGH,-10896.58,4916807.90
NTW - SALT LAKE CITY UT,-25624.63,15537827.43
NTW - TUCSON AZ,-4415.00,4696412.24
NTW - DES MOINES AMES,-971.36,3729495.94
NTW - LEXINGTON,-853.99,3264372.59
NTW - DETROIT,-4993.20,5757276.74
NTW - PLAINVILLE IN,9.47,3260211.37
NTW - LOUISVILLE KY,-41519.35,5727274.49
NTW - NORMAL IL,-4717.13,4448684.41
NTW - BURIEN WA,3205.63,3156217.01
NTW - ATLANTA,-105963.20,6264330.07
NTW - ATLANTA,-1835.91,7065619.54
NTW - DURHAM NC,18383.30,7263671.39
NTW - SHARONVILLE OH,-5655.34,3929218.24
NTW - HARTFORD & NEW HAVE,754.68,3796527.19
NTW - MIAMI-FT. LAUDERDAL,-26475.22,6526392.53
NTW - KAPOLEI HI,-17802.03,2742553.43
NTW - OKLAHOMA CITY OK,-6248.42,6689812.95
NTW - PORTLAND OR,5036.21,4535408.47
NTW - SPOKANE WA,51169.93,2889919.38
NTW - MEMPHIS TN,-876.12,3600085.45
NTW - PFLUGERVILLE TX,-11527.93,4564235.57
NTW - CHARLOTTE,-56572.67,7557795.34
"NTW - Albany, GA",-815.32,3177973.36
NTW - WORCESTER MA,15047.77,4856112.05
"NTW - Halethorpe, MD",-28554.80,8691657.39
"NTW - Dothan, AL",11005.76,4453831.38
NTW - Florence SC,-21848.17,4288413.03
"NTW - Gainesville, GA",-1685.07,3676717.75
"NTW - Greer, SC",31483.72,5989100.63
"NTW - Grovetown, GA",10093.60,3973148.64
"NTW - Jacksonville, FL",-46714.96,7148164.03
"NTW - Macon, GA",2640.17,3066899.96
"NTW - Orlando, FL",-37785.52,5593024.82
"NTW - Savannah, GA",-3129.55,3415431.56
"NTW - Richmond, VA",9836.77,5238597.10
"NTW - WPB, FL",-8543.15,7019323.41
NTW - Roanoke VA,-33898.81,4880880.99
"NTW - Tampa, FL",4218.89,6945586.07
NTW - Birmingham AL,-3147.25,6903232.67
NTW - Greensboro NC,2182.54,5160025.49
"NTW - Norfolk, VA",-57024.07,4570946.31
"NTW - FT MYERS, FL",-27152.23,6083971.25
NTW - San Antonio TX,-113738.76,3989300.85
"NTW - Longview, TX",600.71,1866885.81
"NTW - Marietta, GA",-51999.11,4772765.87
"NTW - Charleston, SC",4533.05,4464340.78
"NTW - Auburn, ME",-75204.54,6056223.76
"NTW - Manassas, VA",-26507.04,5973375.06
NTW - Ocoee TN,-29775.42,2713416.66
"NTW - Knoxville, TN",-4648.51,3628688.69
"NTW - Rochester, NY",-28994.19,5257363.04
"NTW - Colonie, NY",-87781.59,6318624.46
"NTW - Nashville, TN",820.89,6179418.93
"NTW - Montgomery, AL",-8021.34,6471169.28
"NTW - Wichita, KS",5952.35,5895741.19
NTW - Santa Fe Springs CA,-93580.31,5692366.84
NTW - Glendale IL,39561.81,6150887.18
"NTW - Lansdale, PA",62124.01,6097462.95
"NTW - Houston,TX",-35588.85,4312796.47
NTW - Dallas TX,45035.76,8196835.18
"NTW - Lockbourne, OH",-17604.33,5670388.84
NTW - Benicia CA,-11513.41,12484255.15
NTW - Columbia MO,-18760.02,2345741.98
"NTW - Redlands, CA",-82478.25,18740469.73
"NTW - Fresno, CA",-12119.94,6309478.64
"NTW - Tolleson, AZ",-101467.09,13795837.17
NTW - Sacramento CA,-68905.89,6998689.95
"NTW - York, PA",-18429.63,1880052.72
NTW - Stow OH,26697.70,6957106.37
NTW - Bedford Park IL,-756.05,4537232.41
NTW - Dunmore PA,-3658.52,4152612.41
"NTW - New Albany, IN",-46215.06,8775948.06
"NTW - Kansas City, MO",-1643.41,2680526.86
NTW - DENVER CO,-18746.04,13796391.28
NTW - ANCHORAGE,32254.78,3901182.35
NTW - COLORADO SPRINGS CO,6461.25,3775758.13
NTW - MESQUITE TX,-77946.05,5984692.86
NTW - PROVIDENCE NEW BEDF,1219.43,5047540.24
NTW - DENVER CO,-66988.75,6604018.38
NTW - JACKSON MS,-918.78,5029915.45
NTW - PITTSBURGH,-10972.40,4941766.80
NTW - SALT LAKE CITY UT,-27504.17,15830276.51
NTW - TUCSON AZ,-4415.00,4771919.97
NTW - DES MOINES AMES,-1204.09,3699025.06
NTW - LEXINGTON,-853.99,3231997.71
NTW - DETROIT,-4993.20,5685450.32
NTW - PLAINVILLE IN,-90.63,3362837.57
NTW - LOUISVILLE KY,-41599.11,5652924.80
NTW - NORMAL IL,-4947.60,4568039.33
NTW - BURIEN WA,3030.24,3007081.24
NTW - ATLANTA,-122192.73,6310558.37
NTW - ATLANTA,-1853.28,7033044.05
NTW - HOUSTON TX,9892.18,9025708.79
NTW - DURHAM NC,18503.08,7377177.05
NTW - SHARONVILLE OH,-5867.68,4054674.59
NTW - HARTFORD & NEW HAVE,748.07,3708241.21
NTW - MIAMI-FT. LAUDERDAL,-26801.07,6462890.07
NTW - KAPOLEI HI,-17802.03,2602512.36
NTW - OKLAHOMA CITY OK,-6167.76,6908606.86
NTW - PORTLAND OR,4945.49,4368519.02
NTW - SPOKANE WA,51169.93,2879138.19
NTW - MEMPHIS TN,-1589.90,3544777.90
NTW - PFLUGERVILLE TX,-11575.59,4557751.87
NTW - CHARLOTTE,-23759.71,7740770.94
NTW - LITTLE ROCK PINE BL,73435.31,3321696.94
NTW - HOUSTON TX,6556.61,4351091.29
NTW - BOSTON (MANCHESTER),-1052.62,2522680.23
NTW - SAN ANTONIO TX,-6788.95,2848572.59
NTW - OMAHA NE,-27310.75,3265332.86
NTW - GRAND RAPIDS KALMZO,69777.61,3016312.97
NTW - KNOXVILLE TN,8385.22,3460248.25
NTW - TOLEDO OH,-9200.78,3056036.80
NTW - DALLAS FT WORTH TX,29946.67,5677790.35
NTW - CHARLESTON-HUNTINGT,1675.03,3671875.88
NTW - BURLINGTON PLATTSBU,405.98,7609582.22
NTW - CHICAGO IL,24035.04,3011859.25
NTW - CHICAGO IL,-21445.92,3958387.77
NTW - ALBUQUERQUE SANTA F,49329.47,1859596.12
NTW - TALLAHASSEE THOMASV,5903.90,2525644.58
NTW - ST. LOUIS MO,964.90,4571689.79
NTW - NEW YORK NJ,435.63,4304292.47
NTW - NEW YORK NY,-1853.13,2631818.09
NTW - BATON ROUGE LA,3940.58,4446245.40
NTW - SPRINGFIELD MO,-24058.65,7605314.92
NTW - SHREVEPORT LA,2305.27,2102331.73
NTW - LOS ANGELES CA,20966.33,4659812.37
NTW - MILWAUKEE WI,-6831.17,3647599.65
NTW - HARRISBURG-LNCSTR-L,-7179.18,4517076.04
NTW - MOBILE-PENSACOLA (F,4686.31,3138675.36
NTW - SAN DIEGO CA,43809.23,3127151.03
NTW - LAS VEGAS NV,-11946.35,2761545.84
NTW - KANSAS CITY MO,-11469.92,8392962.71
NTW - MINNEAPOLIS-ST. PAU,6689.58,5483933.62
NTW - MYRTLE BEACH-FLOREN,-3616.96,3691155.58
NTW - COLUMBIA SC,-8277.15,2595263.58
NTW - LUBBOCK TX,-19834.65,5906077.28
NTW - SAN FRANCISCO-OAK-S,44236.56,3886275.13
"NTW - Albany, GA",11672.80,3515983.23
NTW - WORCESTER MA,15201.89,5040701.70
"NTW - Halethorpe, MD",-14373.24,8388734.63
"NTW - Dothan, AL",6142.30,4527306.39
NTW - Florence SC,-17618.80,4408945.21
"NTW - Gainesville, GA",-15152.22,4000891.34
"NTW - Greer, SC",13554.70,6333784.73
"NTW - Grovetown, GA",-319.05,4175192.09
"NTW - Jacksonville, FL",-46210.75,6761063.93
"NTW - Macon, GA",20288.12,3192905.66
"NTW - Orlando, FL",-42966.33,5640642.19
"NTW - Savannah, GA",4991.64,3563031.28
"NTW - Richmond, VA",8871.86,5180745.03
"NTW - WPB, FL",41363.00,7100884.69
NTW - Roanoke VA,-14128.78,4827195.81
"NTW - Tampa, FL",3420.98,7252103.58
NTW - Birmingham AL,19620.27,7026304.88
NTW - Greensboro NC,10927.74,5428318.62
"NTW - Norfolk, VA",-58406.91,4902635.51
"NTW - FT MYERS, FL",-28297.35,6096761.76
NTW - San Antonio TX,-128427.18,3857413.73
"NTW - Longview, TX",2370.64,1998125.17
"NTW - Marietta, GA",13699.35,5247077.83
"NTW - Charleston, SC",25270.79,4829568.45
"NTW - Auburn, ME",671334.86,7405862.73
"NTW - Manassas, VA",-32401.11,6021085.24
NTW - Ocoee TN,-33793.32,2654954.81
"NTW - Knoxville, TN",1691.08,3800798.24
"NTW - Rochester, NY",-46950.10,4954148.97
"NTW - Colonie, NY",-83738.59,5774380.27
"NTW - Nashville, TN",3368.76,6422243.49
"NTW - Montgomery, AL",-7048.16,6390782.07
"NTW - Wichita, KS",7100.71,5796752.60
NTW - Santa Fe Springs CA,-106140.29,5989686.17
NTW - Glendale IL,48521.54,6025231.15
"NTW - Lansdale, PA",72445.67,6208199.50
"NTW - Houston,TX",-44803.47,3754919.49
NTW - Dallas TX,47164.15,7522297.25
"NTW - Lockbourne, OH",-11656.30,5738393.98
NTW - Benicia CA,-13663.62,12442839.61
NTW - Columbia MO,-22638.83,2416800.27
"NTW - Redlands, CA",-82345.97,17554666.63
"NTW - Fresno, CA",-2120.67,5992031.65
"NTW - Tolleson, AZ",-121968.10,14310310.47
NTW - Sacramento CA,-52044.59,7662835.23
"NTW - York, PA",-19003.42,1880894.19
NTW - Stow OH,27247.03,6499806.61
NTW - Bedford Park IL,853.62,4683948.08
NTW - Dunmore PA,-5216.43,4219140.39
"NTW - New Albany, IN",1995.23,9074923.08
"NTW - Kansas City, MO",-3786.13,3009217.04
NTW - DENVER CO,-26984.65,13098295.74
NTW - ANCHORAGE,-4474.33,3208796.36
NTW - COLORADO SPRINGS CO,17122.05,3555054.90
NTW - MESQUITE TX,-87036.13,7017688.11
NTW - PROVIDENCE NEW BEDF,3244.30,4922935.40
NTW - DENVER CO,-76114.43,5498355.05
NTW - JACKSON MS,-8107.06,5200486.95
NTW - PITTSBURGH,-11184.42,4800481.85
NTW - SALT LAKE CITY UT,37774.62,16186746.24
NTW - TUCSON AZ,-2737.97,5138639.99
NTW - DES MOINES AMES,-1586.00,3674859.80
NTW - LEXINGTON,-5.73,3309582.50
NTW - DETROIT,-9210.52,5777222.17
NTW - PLAINVILLE IN,1338.17,3905449.76
NTW - LOUISVILLE KY,-46415.69,5915567.00
NTW - NORMAL IL,-3643.08,4689724.38
NTW - EL PASO LAS CRUCES,2125.43,2104239.03
NTW - BURIEN WA,561.54,3040172.52
NTW - ATLANTA,-147020.28,6455974.20
NTW - ATLANTA,-6823.45,7106195.09
NTW - HOUSTON TX,-101217.09,9314725.86
NTW - LITTLE ROCK PINE BL,-1749.51,3168407.52
NTW - DURHAM NC,17183.86,7312799.33
NTW - SHARONVILLE OH,-8564.25,4117478.61
NTW - MOBILE-PENSACOLA (F,-6712.58,2799277.73
NTW - HARTFORD & NEW HAVE,3260.18,3749101.52
NTW - MIAMI-FT. LAUDERDAL,-24826.90,6880600.98
NTW - KAPOLEI HI,-18312.11,2296190.23
NTW - OKLAHOMA CITY OK,-5364.44,7154191.23
NTW - PORTLAND OR,3787.55,4097464.25
NTW - SPOKANE WA,-8969.79,2734192.60
NTW - MEMPHIS TN,-1779.52,3690701.36
NTW - PFLUGERVILLE TX,-11422.19,5822869.40
NTW - CHARLOTTE,-39895.10,7936955.11
NTW - HOUSTON,653.20,3824311.66
NTW - TULSA OK,-1404.13,3531002.94
NTW - BOSTON (MANCHESTER),-1052.62,2703506.70
NTW - SAN ANTONIO TX,-6247.71,4031145.80
NTW - OMAHA NE,-27013.46,3060483.93
NTW - GRAND RAPIDS KALMZO,74419.34,3305102.43
NTW - KNOXVILLE TN,5362.64,3388857.07
NTW - TOLEDO OH,-9198.36,3083310.03
NTW - DALLAS FT WORTH TX,-122259.60,5018422.62
NTW - CHARLESTON-HUNTINGT,1942.16,3518534.95
NTW - BURLINGTON PLATTSBU,-3010.70,7112119.06
NTW - CHICAGO IL,29773.08,3048893.81
NTW - CHICAGO IL,-20554.50,3402767.53
NTW - ALBUQUERQUE SANTA F,25429.75,1763009.15
NTW - TALLAHASSEE THOMASV,5835.00,2447347.18
NTW - ST. LOUIS MO,2201.15,4170615.56
NTW - NEW YORK NJ,667.64,4387656.88
NTW - NEW YORK NY,950.41,2589948.51
NTW - BATON ROUGE LA,3469.88,4823655.79
NTW - SPRINGFIELD MO,-23033.68,7621006.37
NTW - SHREVEPORT LA,-982.47,2238540.33
NTW - LOS ANGELES CA,20920.02,5400687.48
NTW - MILWAUKEE WI,-3256.30,3642867.01
NTW - HARRISBURG-LNCSTR-L,-8375.09,4695176.30
NTW - SAN DIEGO CA,46935.43,3457340.14
NTW - LAS VEGAS NV,-13326.24,2833325.89
NTW - KANSAS CITY MO,4060.17,8394131.29
NTW - MINNEAPOLIS-ST. PAU,5385.54,5094946.25
NTW - MYRTLE BEACH-FLOREN,-7135.48,4202836.12
NTW - COLUMBIA SC,-6906.95,2686340.38
NTW - LUBBOCK TX,-107464.01,6057608.18
NTW - SAN FRANCISCO-OAK-S,40019.27,4134264.23
"NTW - Albany, GA",9842.41,3423814.71
NTW - WORCESTER MA,11647.13,5170136.00
"NTW - Halethorpe, MD",-11611.98,8604973.11
"NTW - Dothan, AL",7100.97,4651397.52
NTW - Florence SC,-24051.89,4611988.94
"NTW - Gainesville, GA",-16639.75,4021263.79
"NTW - Greer, SC",16685.03,6518531.99
"NTW - Grovetown, GA",-422.21,4259865.96
"NTW - Jacksonville, FL",-35905.72,7272936.28
"NTW - Macon, GA",2838.75,3319380.92
"NTW - Orlando, FL",-47685.74,5848509.20
"NTW - Savannah, GA",6488.30,3585870.76
"NTW - Richmond, VA",9999.94,5564721.02
"NTW - WPB, FL",25553.41,7376880.39
NTW - Roanoke VA,-3247.49,4806700.74
"NTW - Tampa, FL",3621.94,7489133.24
NTW - Birmingham AL,35024.79,7367847.39
NTW - Greensboro NC,10965.43,5660114.63
"NTW - Norfolk, VA",-56890.94,5096527.05
"NTW - FT MYERS, FL",-22742.13,6300219.14
NTW - San Antonio TX,-133475.17,3761790.51
"NTW - Longview, TX",3584.97,2004758.40
"NTW - Marietta, GA",2517.29,5642784.17
"NTW - Charleston, SC",48216.93,4889293.98
"NTW - Auburn, ME",-574606.90,6946948.92
"NTW - Manassas, VA",-32346.62,6894646.28
NTW - Ocoee TN,-37799.24,2815220.21
"NTW - Knoxville, TN",1243.43,3867777.91
"NTW - Rochester, NY",-58512.00,4659927.47
"NTW - Colonie, NY",-89677.73,5881225.79
"NTW - Nashville, TN",2024.64,6638845.89
"NTW - Montgomery, AL",-7116.01,6641294.91
"NTW - Wichita, KS",5677.59,5929175.05
NTW - Santa Fe Springs CA,-109100.93,7193950.66
NTW - Glendale IL,59046.58,6984952.40
"NTW - Lansdale, PA",73392.55,7106854.65
NTW - Dallas TX,53540.00,1166764.20
"NTW - Lockbourne, OH",-15644.11,5864277.68
NTW - Benicia CA,-5990.49,13558671.50
NTW - Columbia MO,-15622.05,2343240.91
"NTW - Redlands, CA",-80152.54,18198628.50
"NTW - Fresno, CA",6838.54,7108864.54
"NTW - Tolleson, AZ",-134455.53,14571476.89
NTW - Sacramento CA,-47162.16,8885771.40
"NTW - York, PA",-18793.52,1843413.21
NTW - Stow OH,27304.28,6465804.21
NTW - Bedford Park IL,-940.65,5724667.81
NTW - Dunmore PA,-5457.45,4313286.52
"NTW - New Albany, IN",-910.21,9143081.39
"NTW - Kansas City, MO",-9592.92,3018913.51
NTW - DENVER CO,-30562.15,13675104.62
NTW - ANCHORAGE,18401.02,3108944.02
NTW - COLORADO SPRINGS CO,15265.04,3751422.49
NTW - MESQUITE TX,-81792.18,7093881.04
NTW - PROVIDENCE NEW BEDF,2285.05,5644511.16
NTW - DENVER CO,-78709.71,6220091.08
NTW - JACKSON MS,-5987.31,5332107.00
NTW - PITTSBURGH,-15351.53,4908942.21
NTW - SALT LAKE CITY UT,61569.08,16591207.41
NTW - TUCSON AZ,-3503.01,5300239.14
NTW - DES MOINES AMES,-2185.65,3796883.41
NTW - LEXINGTON,130.19,3328258.06
NTW - DALLAS FT WORTH TX,422.82,6639770.21
NTW - DETROIT,-20224.65,6514177.19
NTW - PLAINVILLE IN,167.48,3868304.06
NTW - LOUISVILLE KY,-47203.24,5903454.30
NTW - NORMAL IL,-4697.73,4875241.98
NTW - EL PASO LAS CRUCES,475.95,2870129.44
NTW - BURIEN WA,-4095.05,5616838.42
NTW - ATLANTA,-141922.84,6640634.12
NTW - ATLANTA,-11868.47,7429814.83
NTW - HOUSTON TX,-110351.72,9605184.14
NTW - LITTLE ROCK PINE BL,-1434.86,3655322.39
NTW - DURHAM NC,12472.05,7363933.21
NTW - SHARONVILLE OH,-24872.25,4436453.23
NTW - MOBILE-PENSACOLA (F,-4573.76,3158153.41
NTW - HARTFORD & NEW HAVE,2646.28,4057871.76
NTW - MIAMI-FT. LAUDERDAL,-23605.01,7406292.45
NTW - KAPOLEI HI,-17852.33,3018222.87
NTW - OKLAHOMA CITY OK,-7159.44,7274751.82
NTW - PORTLAND OR,3419.23,5449901.28
NTW - SPOKANE WA,-9549.88,3298395.21
NTW - MEMPHIS TN,-1408.59,3809997.26
NTW - PFLUGERVILLE TX,-15280.53,6026005.30
NTW - CHARLOTTE,-45583.20,8398330.22
NTW - HOUSTON,7348.02,7931435.59
NTW - TULSA OK,-2808.78,3859922.61
NTW - BOSTON (MANCHESTER),-525.54,2620247.05
NTW - SAN ANTONIO TX,-6969.19,4198965.95
NTW - OMAHA NE,-25085.12,3047755.17
NTW - GRAND RAPIDS KALMZO,73134.59,3072420.97
NTW - KNOXVILLE TN,4480.36,3449717.51
NTW - TOLEDO OH,-7320.87,3089524.53
NTW - DALLAS FT WORTH TX,-116203.74,2858523.13
NTW - CHARLESTON-HUNTINGT,1541.80,3861817.25
NTW - BURLINGTON PLATTSBU,-4126.03,6317506.35
NTW - CHICAGO IL,28436.50,2948436.76
NTW - ALBUQUERQUE SANTA F,25766.24,1856672.87
NTW - TALLAHASSEE THOMASV,6484.94,2659117.61
NTW - ST. LOUIS MO,1137.83,4077295.29
NTW - NEW YORK NJ,5646.39,4396812.03
NTW - NEW YORK NY,7.74,2837836.49
NTW - BATON ROUGE LA,3419.15,4848965.03
NTW - SPRINGFIELD MO,-21661.66,7697081.17
NTW - SHREVEPORT LA,-827.35,2347066.97
NTW - LOS ANGELES CA,20171.75,5844777.20
NTW - MILWAUKEE WI,-4283.88,3659455.73
NTW - HARRISBURG-LNCSTR-L,-9557.25,4559600.79
NTW - SAN DIEGO CA,45334.47,3974434.04
NTW - LAS VEGAS NV,-12379.67,3080176.65
NTW - KANSAS CITY MO,-5647.29,9416381.33
NTW - MINNEAPOLIS-ST. PAU,10424.86,5832682.67
NTW - MYRTLE BEACH-FLOREN,-7093.08,4376717.46
NTW - COLUMBIA SC,-6792.95,2792154.39
NTW - LUBBOCK TX,-106720.77,6646847.06
NTW - SAN FRANCISCO-OAK-S,40169.53,5210197.32
"NTW - Albany, GA",10613.19,3566663.09
NTW - WORCESTER MA,11990.21,5094214.54
"NTW - Halethorpe, MD",-10128.16,8599975.57
"NTW - Dothan, AL",8410.09,4663553.56
NTW - Florence SC,-21544.31,4798938.81
"NTW - Gainesville, GA",-18964.72,4230459.22
"NTW - Greer, SC",27214.67,6432248.39
"NTW - Grovetown, GA",-448.71,4259872.62
"NTW - Jacksonville, FL",-35532.95,7352108.69
"NTW - Macon, GA",3309.48,3242771.49
"NTW - Orlando, FL",-50032.94,5915359.19
"NTW - Savannah, GA",5501.79,3584459.08
"NTW - Richmond, VA",13388.52,5638148.10
"NTW - WPB, FL",24074.36,7482326.26
NTW - Roanoke VA,-5618.30,4690298.71
"NTW - Tampa, FL",4554.96,7651045.92
NTW - Birmingham AL,33483.72,7454238.91
NTW - Greensboro NC,9408.18,5515834.18
"NTW - Norfolk, VA",-51093.09,5077025.08
"NTW - FT MYERS, FL",-27265.42,6427232.69
NTW - San Antonio TX,-134095.62,3723411.98
"NTW - Longview, TX",3276.14,2096956.06
"NTW - Marietta, GA",-594.43,5808431.52
"NTW - Charleston, SC",45006.68,5031984.25
"NTW - Auburn, ME",-662940.30,6666978.25
"NTW - Manassas, VA",-34378.90,7136373.15
NTW - Ocoee TN,-37159.27,2857187.35
"NTW - Knoxville, TN",1365.22,3775507.62
"NTW - Rochester, NY",-61321.91,4499240.63
"NTW - Colonie, NY",-92943.79,5637334.02
"NTW - Nashville, TN",999.94,6547237.31
"NTW - Montgomery, AL",-7088.58,6647220.10
"NTW - Wichita, KS",5479.16,5880521.92
NTW - Santa Fe Springs CA,-109230.90,7396829.41
NTW - Glendale IL,60514.57,6689814.67
"NTW - Lansdale, PA",75517.55,7724096.26
"NTW - Lockbourne, OH",-18939.33,5794370.57
NTW - Benicia CA,-4451.55,14121346.31
NTW - Columbia MO,-14878.14,2300348.24
"NTW - Redlands, CA",-75803.64,19028121.26
"NTW - Fresno, CA",7480.58,7356901.79
"NTW - Tolleson, AZ",-128673.40,14563992.62
NTW - Sacramento CA,-50126.97,9472071.52
"NTW - York, PA",-16533.56,1818093.84
NTW - Stow OH,23361.14,5982412.01
NTW - Bedford Park IL,-1704.56,5660981.36
NTW - Dunmore PA,-5832.90,4252166.18
"NTW - New Albany, IN",-3191.16,8956363.78
